external_id,brand,processor,ram,ssd,hard_disk,operating_system,graphics,screen_size,resolution
LAP-000087,Lenovo,AMD Ryzen 5 5500U,16,512,0,Windows,AMD Radeon,14.0,1920x1200
LAP-000088,HP,Ryzen 5 5500U,16,512,0,Windows,AMD Radeon Graphics,15.6,1920x1080
LAP-000089,HP,12th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000090,Asus,AMD Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920x1080
LAP-000091,HP,Ryzen 5-5600H,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,16.1,1920x1080
LAP-000092,Asus,10th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000093,HP,12th Gen Core i5,16,512,0,Windows,Intel Iris Xᵉ Graphics,15.6,1920x1080
LAP-000094,Samsung,12th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,15.6,1080x1920
LAP-000095,Dell,11th Gen Core i3,8,256,1000,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000096,Asus,Ryzen 5 5500U,8,256,1000,Windows,AMD Radeon AMD,15.6,1920x1080
LAP-000097,HP,Ryzen 5 5500U,8,512,0,Windows,AMD Radeon AMD,14.0,1920x1080
LAP-000098,Microsoft,10th Gen Core i5,8,256,0,Windows,Intel Integrated UHD,12.4,1536x1024
LAP-000099,HP,AMD Ryzen 3 3250U,8,512,0,Windows,AMD Radeon Graphics,14.0,1366x768
LAP-000100,Lenovo,12th Gen Core i5,8,256,0,Windows,Intel iris Xe Integrated,14.0,1920x1080
LAP-000101,Apple,M2 Max 12-core CPU,32,1000,0,Mac,38-core GPU,16.2,3456x2234
LAP-000102,Samsung,12th Gen Core i7,16,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000103,Asus,11th Gen Core i5,8,512,0,Windows,2 GB NVIDIA GeForce MX330,15.6,1920x1080
LAP-000104,Lenovo,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000105,Asus,11th Gen Core i7,16,512,0,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000106,Asus,12th Gen Core i3,8,512,0,Windows,Intel Integrated Iris Xe Graphics,14.0,1920x1080
LAP-000107,HP,AMD Ryzen 3 5300U,8,512,0,Windows,AMD Radeon Graphics,14.0,1366x768
LAP-000108,Asus,11th Gen Core i9,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,16.0,1200x1920
LAP-000109,Acer,12th Gen Core i7,16,1000,0,Windows,Intel Integrated Iris Xe,14.0,2880x1800
LAP-000110,Dell,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,14.0,1366x768
LAP-000111,HP,12th Gen Core i5,16,512,0,Windows,2 GB NVIDIA GeForce MX550,15.6,1920x1080
LAP-000112,Microsoft,12th Gen Core i5,8,256,0,Windows,Intel Iris Xe Graphics,13.0,2880x1920
LAP-000113,HP,AMD Ryzen 3 5300U,8,512,0,DOS,AMD Radeon Graphics,14.0,1366x768
LAP-000114,HP,AMD Ryzen 7 6800H,16,512,0,Windows,8 GB AMD Radeon RX 6650M,16.1,1920x1080
LAP-000115,Asus,12th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,14.0,1920x1080
LAP-000116,HP,Pentium Silver N6000,8,256,0,Windows,Intel UHD Graphics,14.0,1366x768
LAP-000117,Asus,10th Gen Core i5,8,512,0,Windows,Intel UHD,14.0,1920x1080
LAP-000118,Asus,Celeron N4020,4,0,32,Chrome,Intel Integrated UHD 600,11.6,1366x768
LAP-000119,Lenovo,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000120,Acer,12th Gen Core i9,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1440
LAP-000121,Acer,11th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000122,Asus,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,16.0,3840x2400
LAP-000123,Asus,10th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000124,MSI,Ryzen 5 5600H,8,512,0,Windows,4 GB AMD Radeon RX 5500M,15.6,1920x1080
LAP-000125,Infinix,Celeron N5100,4,128,0,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000126,Asus,12th Gen Core i7,16,1000,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000127,Asus,11th Gen Core i5,8,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000128,Asus,12th Gen Core i3,8,512,0,Windows,Intel Iris Xe,15.6,1920x1080
LAP-000129,HP,11th Gen Core i3,8,256,0,Windows,Intel Integrated UHD Graphics,14.0,1920x1080
LAP-000130,HP,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000131,Asus,2022) FX507ZE-HN038W Gaming Laptop,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050-Ti,15.6,1920x1080
LAP-000132,Asus,AMD Ryzen 7 4800H,16,1000,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,17.3,1920x1080
LAP-000133,Infinix,Celeron N5100,8,256,0,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000134,Asus,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1080x1920
LAP-000135,Acer,11th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000136,Acer,12th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce RTX 2050,15.6,1920x1080
LAP-000137,Lenovo,AMD Ryzen 5 3500U,8,512,0,Windows,AMD Radeon Graphics,15.6,1920x1080
LAP-000138,Acer,12th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000139,Lenovo,Ryzen 5 5600H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000140,Asus,12th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000141,Asus,Ryzen 5 5600H,16,512,0,Windows,AMD Radeon Graphics,14.0,2880x1800
LAP-000142,HP,12th Gen Core i7,16,1000,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000143,HP,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000144,MSI,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1440
LAP-000145,Apple,Apple M2,8,512,0,Mac,10 Core GPU,13.3,2560x1600
LAP-000146,HP,12th Gen Core i7,16,1000,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000147,Asus,12th Gen Core i5,8,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000148,Dell,11th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000149,Dell,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920x1080
LAP-000150,Acer,11th Gen Core i5,8,512,0,Windows,Intel Iris Xe,15.6,1920x1080
LAP-000151,HP,Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050Ti,15.6,1920x1080
LAP-000152,Dell,Athlon Silver 3050U,8,256,0,Windows,AMD Radeon Graphics,15.6,1920x1080
LAP-000153,Avita,Celeron N4020,4,128,0,Windows,Intel Integrated UHD Graphics,14.1,1920x1080
LAP-000154,Samsung,Snapdragon 7c,4,0,128,Windows,Qualcomm Adreno,14.0,1920x1080
LAP-000155,Asus,Pentium Silver N6000,4,0,128,Windows,Intel UHD Graphics,13.3,1920x1080
LAP-000156,Asus,11th Gen Core i3,8,512,0,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000157,Lenovo,Ryzen 5 5500U,8,512,0,Windows,AMD Radeon,15.6,1920x1080
LAP-000158,HP,Ryzen 7 5800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000159,Infinix,10th Gen Core i5,8,512,0,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000160,Apple,M1 Pro 8-core CPU,16,512,0,Mac,14-Core GPU,14.2,3024x1964
LAP-000161,HP,Ryzen 5 5600H,8,512,0,Windows,4 GB AMD Radeon RX 5500M,16.1,1920x1080
LAP-000162,Dell,11th Gen Core i5,8,512,0,Windows,2 GB NVIDIA GeForce MX350,15.6,1920x1080
LAP-000163,Dell,11th Gen Core i5,8,256,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000164,HP,11th Gen Core i5,8,256,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000165,Dell,11th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000166,Xiaomi,11th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,14.0,2560x1600
LAP-000167,HP,AMD Ryzen 3 3250U,8,256,1000,Windows,AMD Radeon Vega 6,15.6,1920x1080
LAP-000168,HP,8LX79PA) Laptop,8,512,0,Windows,Integrated UHD Graphics 620,14.0,1920x1080
LAP-000169,HP,11th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000170,Asus,11th Gen Core i7,16,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000171,HP,AMD Athlon Silver 3050U,8,0,1000,Windows,AMD Radeon Graphics,14.0,1366x768
LAP-000172,HP,Ryzen 3 5300U,8,256,0,Windows,AMD Radeon Graphics,15.6,1920x1080
LAP-000173,Lenovo,11th Gen Core i5,8,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000174,Apple,Apple M2,16,512,0,Mac,10 Core GPU,13.3,2560x1600
LAP-000175,Lenovo,AMD Ryzen 3 5300U,8,512,0,DOS,AMD Radeon Graphics,15.6,1920x1080
LAP-000176,Lenovo,13th Gen Core i7,16,1000,0,Windows,Intel Iris Xe Integrated Graphics,14.0,3840x2400
LAP-000177,Honor,11th Gen Core i5,8,512,0,Windows,‎Intel Iris Xe Graphics,14.0,1920x1080
LAP-000178,Chuwi,12th Gen Core i3,16,512,0,Windows,Intel HD Graphics,14.0,2160x1440
LAP-000179,Dell,12th Gen Core i3,8,512,0,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000180,Dell,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000181,Lenovo,AMD Ryzen 5 5500U,8,512,0,DOS,AMD Radeon Graphics,15.6,1920x1080
LAP-000182,HP,AMD Ryzen 3 3250U,4,0,1000,Windows,AMD Radeon Graphics,14.0,1920x1080
LAP-000183,Acer,Pentium Silver N6005,4,256,0,Windows,Intel Integrated UHD,14.0,1366x768
LAP-000184,Asus,11th Gen Core i3,8,512,0,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000185,Lenovo,11th Gen Core i5,8,512,0,DOS,Intel Integrated UHD,15.6,1920x1080
LAP-000186,HP,Athlon 3050U,8,0,1000,Windows,AMD Radeon Graphics,15.6,1366x768
LAP-000187,Lenovo,Athlon 3150U,4,0,1000,DOS,AMD Radeon AMD,14.0,1366x768
LAP-000188,Lenovo,Athlon 3050U,4,256,0,Windows,AMD Radeon AMD,14.0,1366x768
LAP-000189,Dell,12th Gen Core i7,16,512,0,Windows,2 GB NVIDIA GeForce MX570,16.0,1920x1080
LAP-000190,Acer,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000191,Asus,11th Gen Core i5,8,512,0,Windows,Intel Integrated Intel UHD,14.0,1920x1080
LAP-000192,Dell,12th Gen Core i7,16,512,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000193,Asus,Ryzen 5-5600H,16,512,0,Windows,AMD Radeon Vega 7,16.0,1200x1920
LAP-000194,Acer,Pentium N5030,8,256,0,Windows,Intel Integrated UHD 605,15.6,1366x768
LAP-000195,Asus,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe,15.6,1920x1080
LAP-000196,Asus,11th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000197,Lenovo,AMD Ryzen 5 5500U,8,512,0,Windows,AMD Radeon Graphics,15.6,1920x1080
LAP-000198,Dell,12th Gen Core i9,16,1000,0,Windows,8 GB NVIDIA GEFORCE RTX 3070 Ti,15.6,2560x1440
LAP-000199,Dell,12th Gen Core i7,16,512,0,Windows,Intel Integrated Iris,14.0,1920x1200
LAP-000200,HP,AMD Athlon 3050,4,256,0,DOS,‎AMD Integrated,15.6,1920x1080
LAP-000201,Asus,12th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000202,Microsoft,12th Gen Core i5,8,256,0,Windows,Intel Iris Xe,13.5,2256x1504
LAP-000203,Infinix,11th Gen Core i3,8,256,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000204,Infinix,11th Gen Core i7,16,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000205,Infinix,11th Gen Core i5,8,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000206,Honor,AMD Ryzen 5 5500U,16,512,0,Windows,AMD Radeon,14.0,1920x1080
LAP-000207,HP,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000208,HP,11th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,14.0,1366x768
LAP-000209,Lenovo,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1600
LAP-000210,Dell,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000211,HP,AMD Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050Ti,16.1,1920x1080
LAP-000212,MSI,12th Gen Core i5,8,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000213,Lenovo,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,16.0,2560x1600
LAP-000214,Asus,AMD Ryzen 5 5600H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000215,Lenovo,Celeron N4020,4,256,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000216,Dell,12th Gen Core i5,16,512,0,Windows,Intel Integrated UHD,13.3,2560x1600
LAP-000217,Asus,AMD Ryzen 7 5800H,16,512,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000218,Lenovo,Athlon Pro 3045B,8,0,1000,Windows,AMD Radeon Graphics,14.0,1920x1080
LAP-000219,Asus,12th Gen Core i3,8,256,0,Windows,Intel Integrated Iris Xe Graphics,14.0,1920x1080
LAP-000220,Lenovo,AMD Ryzen 5 5500U,8,512,0,Windows,AMD Radeon Graphics,15.6,1920x1080
LAP-000221,Lenovo,11th Gen Core i5,8,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000222,Lenovo,11th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000223,MSI,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce GTX1650,15.6,1920x1080
LAP-000224,MSI,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920x1080
LAP-000225,MSI,12th Gen Core i5,8,512,0,Windows,Intel Integrated ARC,15.6,1920x1080
LAP-000226,Lenovo,12th Gen Core i7,16,512,0,Windows,6 GB NVIDIA GeForce RTX 3060,16.0,1920x1200
LAP-000227,Lenovo,Ryzen 7 5700U,16,512,0,Windows,AMD Radeon Graphics,15.6,1920x1080
LAP-000228,MSI,12th Gen Core i9,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1440
LAP-000229,Chuwi,Intel Celeron N4020,4,128,0,Windows,Intel HD Graphics,14.1,1366x768
LAP-000230,MSI,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000231,Lenovo,11th Gen Core i3,8,256,0,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000232,MSI,Ryzen 5 5500U,8,512,0,Windows,AMD Radeon Radeon,14.0,1920x1080
LAP-000233,HP,12th Gen Core i7,16,512,0,Windows,Intel Iris X Graphics,13.3,2880x1800
LAP-000234,Asus,12th Gen Core i7,16,1000,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,14.5,2880x1800
LAP-000235,Dell,AMD Ryzen 3 5425U,8,256,0,Windows,AMD Radeon AMD,14.0,1920x1080
LAP-000236,Lenovo,11th Gen Core i5,8,512,0,Windows,Intel Iris XE Graphic,15.6,1920x1080
LAP-000237,Dell,AMD Ryzen 3 5425U,8,512,0,Windows,AMD Radeon AMD,14.0,1920x1080
LAP-000238,Acer,11th Gen Core i5,8,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000239,HP,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe,15.6,1920x1080
LAP-000240,Lenovo,Intel Celeron N4020,8,256,0,Windows,Intel Integrated UHD,15.6,1366x768
LAP-000241,Asus,12th Gen Core i3,8,256,0,Windows,Intel Iris Xe,15.6,1920x1080
LAP-000242,HP,AMD Ryzen 3 3250U,8,256,0,Windows,AMD Radeon Radeon,15.6,1366x768
LAP-000243,MSI,11th Gen Core i7,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000244,Asus,Ryzen 7-4800H,16,512,0,Windows,4 GB NVIDIA GeForce GTX 1650 Max Q,15.6,1920x1080
LAP-000245,Lenovo,AMD Ryzen 5 5500U,8,512,0,Windows,AMD Radeon,15.6,1920x1080
LAP-000246,Lenovo,Ryzen 7 5800H,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000247,Lenovo,11th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000248,Dell,11th Gen Core i5,8,512,0,Windows,Intel UHD Graphics,13.3,1920x1080
LAP-000249,MSI,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000250,HP,11th Gen Core i3,8,256,0,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000251,Asus,12th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,14.0,2880x1800
LAP-000252,Acer,Ryzen 3 3250U,8,256,0,Windows,AMD Radeon AMD,15.6,1920x1200
LAP-000253,HP,11th Gen Core i3,8,256,1000,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000254,HP,AMD Athlon 3050U,8,256,0,Windows,AMD Radeon AMD,14.0,1366x768
LAP-000255,HP,11th Gen Core i3,8,256,1000,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000256,HP,AMD Ryzen 3 3250U,8,512,0,Windows,AMD Radeon,15.6,1920x1080
LAP-000257,Dell,AMD Ryzen3 5425U,8,512,0,Windows,AMD Radeon Radeon Graphics,15.6,1920x1080
LAP-000258,Lenovo,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000259,Acer,11th Gen Core i9,64,2000,1000,Windows,16 GB NVIDIA GeForce RTX 3080,17.3,3840x2160
LAP-000260,Lenovo,Ryzen 7 5800H,16,512,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000261,Lenovo,11th Gen Core i3,8,512,0,Windows,Intel UHD Graphics,14.0,1920x1080
LAP-000262,Dell,Ryzen 5-5625U,8,512,0,Windows,AMD Radeon Graphics,16.0,1920x1200
LAP-000263,HP,12th Gen Core i7,16,1000,0,Windows,Intel Iris Xe Graphics,14.0,2880x1800
LAP-000264,Dell,12th Gen Core i7,16,1000,0,Windows,Intel Iris Xe Graphics,13.4,3840x2400
LAP-000265,Asus,12th Gen Core i7,32,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,3840x2160
LAP-000266,Dell,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA GEFORCE RTX 3050 Ti,15.6,1920x1080
LAP-000267,HP,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920x1080
LAP-000268,HP,11th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000269,MSI,11th Gen Core i7,16,512,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000270,Lenovo,11th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,14.0,2880x1800
LAP-000271,HP,11th Gen Core i3,8,256,0,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000272,Lenovo,12th Gen Core i3,8,512,0,Windows,‎Intel UHD Graphics,15.6,1920x1080
LAP-000273,HP,AMD Ryzen 7 5800H,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,16.1,1920x1080
LAP-000274,Lenovo,11th Gen Core i3,8,256,1000,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000275,Lenovo,11th Gen Core i5,16,256,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000276,Dell,12th Gen Core i3,8,256,0,Windows,Missing,14.0,1920x1200
LAP-000277,Dell,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1200
LAP-000278,Dell,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,16.0,1920x1200
LAP-000279,Dell,12th Gen Core i7,16,512,0,Windows,2 GB NVIDIA GeForce MX550,14.0,1920x1200
LAP-000280,Asus,Ryzen 7 4800H,16,1000,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920x1080
LAP-000281,Infinix,10th Gen Core i5,16,512,0,Windows,Intel Integrated UHD Graphics,14.0,1920x1080
LAP-000282,HP,Ryzen 3 3250U,8,512,0,Windows,AMD Radeon Vega 8 Graphics,15.6,1920x1080
LAP-000283,Asus,Ryzen 7-5800H,16,512,0,Windows,AMD Radeon Vega 7,16.0,1920x1200
LAP-000284,HP,12th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000285,Asus,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,17.3,1920x1080
LAP-000286,Asus,Ryzen 7 5800H,16,512,0,Windows,AMD Radeon Graphics,14.0,2880x1800
LAP-000287,Infinix,10th Gen Core i3,8,512,0,Windows,Intel Integrated UHD Graphics,14.0,1920x1080
LAP-000288,Asus,Ryzen 7 4800H,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000289,Asus,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1440
LAP-000290,Acer,11th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000291,Apple,Apple M2,8,512,0,Mac,10-Core GPU,13.6,2560x1664
LAP-000292,Asus,AMD Ryzen 5 4600H,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000293,Asus,12th Gen Core i5,16,512,0,Windows,Intel Iris XE Graphics,15.6,1920x1080
LAP-000294,HP,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000295,HP,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe,15.6,1920x1080
LAP-000296,Lenovo,10th Gen Core i3,8,512,0,Windows,Intel Integrated,15.6,1920x1080
LAP-000297,HP,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe,15.6,1920x1080
LAP-000298,Samsung,12th Gen Core i5,8,512,0,Windows,4 GB Intel Arc A350M Graphics,15.6,1920x1080
LAP-000299,Asus,Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1440
LAP-000300,Dell,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000301,Asus,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,14.0,2880x1800
LAP-000302,HP,12th Gen Core i5,16,512,0,Windows,2 GB NVIDIA GeForce MX550,15.6,1920x1080
LAP-000303,Samsung,12th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000304,Samsung,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000305,Dell,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000306,Lenovo,Celeron N4020,8,256,0,Windows,Intel Integrated UHD,15.6,1366x768
LAP-000307,Dell,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000308,HP,12th Gen Core i5,16,512,0,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000309,Acer,12th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000310,Asus,Ryzen 9 5900HX,16,512,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000311,Lenovo,Celeron N4020,4,256,0,DOS,Intel Integrated UHD,15.6,1920x1080
LAP-000312,Dell,11th Gen Core i5,16,256,1000,Windows,Intel UHD Graphics,14.0,1366x768
LAP-000313,Dell,Pentium N5030,8,256,0,Windows,Intel Integrated UHD,15.6,1366x768
LAP-000314,Dell,Ryzen 5-5625U,16,512,0,Windows,AMD Vega,16.0,1920x1200
LAP-000315,HP,11th Gen Core i5,8,512,0,Windows,Intel Integrated,14.0,1366x768
LAP-000316,Lenovo,Athlon Pro 3045B,4,0,1000,DOS,Missing,14.0,1920x1080
LAP-000317,HP,Ryzen 5 5625U,8,512,0,Windows,AMD Radeon Graphics,15.6,1920x1080
LAP-000318,HP,Ryzen 5,8,512,0,Windows,AMD Radeon Graphics,14.0,1920x1080
LAP-000319,Samsung,12th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,13.3,1080x1920
LAP-000320,Dell,11th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000321,Asus,Pentium Quad Core,4,0,1000,Windows,Intel UHD,15.6,1366x768
LAP-000322,Samsung,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,13.3,1080x1920
LAP-000323,Asus,Pentium Silver N6000,8,256,0,Windows,Intel UHD Graphics,13.3,1920x1080
LAP-000324,Apple,Apple M1,16,512,0,Mac,Apple M1 Integrated Graphics,13.3,2560x1600
LAP-000325,HP,Ryzen 3 5300U,8,512,0,Windows,AMD Radeon Graphics,14.0,1920x1080
LAP-000326,HP,11th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000327,Apple,Apple M1,16,256,0,Mac,Apple M1 Integrated Graphics,13.3,2560x1600
LAP-000328,HP,Ryzen 3 5300U,8,512,0,Windows,AMD Radeon AMD,15.6,1920x1080
LAP-000329,Dell,11th Gen Core i5,8,256,1000,Windows,2 GB NVIDIA MX350,15.6,1920x1080
LAP-000330,Lenovo,11th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000331,Dell,10th Gen Core i5,8,256,0,Windows,Intel UHD Graphics,14.0,1920x1080
