external_id,brand,processor,ram,ssd,hard_disk,operating_system,graphics,screen_size,resolution
LAP-000552,HP,AMD Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050Ti,16.0,1920x1080
LAP-000553,HP,AMD Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,16.0,1920x1080
LAP-000554,Lenovo,11th Gen Core i5,8,0,1000,DOS,Intel Integrated,14.0,1920x1080
LAP-000555,Lenovo,Intel Celeron N4020,4,0,1000,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000556,Lenovo,AMD Ryzen 7 5800H,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000557,Lenovo,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000558,Lenovo,12th Gen Core i7,16,1000,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000559,Lenovo,12th Ge Core i7,16,1000,0,Windows,Intel Iris Xe Graphics,14.0,3840x2160
LAP-000560,Dell,11th Gen Core i3,16,256,1000,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000561,Acer,AMD Ryzen 5 3500U,16,512,0,Windows,AMD Radeon Radeon Graphics,14.0,1366x768
LAP-000562,Fujitsu,12th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,13.3,1920x1080
LAP-000563,HP,12th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,13.3,2880x1800
LAP-000564,Gigabyte,11th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920x1080
LAP-000565,Gigabyte,11th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000566,Gigabyte,11th Gen Core i5,16,512,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000567,MSI,11th Gen Core i7,16,512,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000568,Lenovo,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000569,Lenovo,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050 Graphics,15.6,1920x1080
LAP-000570,Dell,11th Gen Core i3,8,256,0,Ubuntu,Intel UHD Graphics,15.6,1366x768
LAP-000571,Honor,10th Gen Core i5,8,256,0,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000572,Dell,11th Gen Core i3,8,512,0,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000573,HP,11th Gen Core i3,8,256,0,Windows,Intel UHD Graphics,15.6,1366x768
LAP-000574,Dell,11th Gen Core i3,16,512,1000,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000575,Lenovo,11th Gen Core i5,8,512,0,DOS,Intel UHD Graphics,14.0,1920x1080
LAP-000576,Dell,11th Gen Core i3,16,512,0,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000577,Dell,11th Gen Core i3,16,512,0,Ubuntu,Intel UHD Graphics,14.0,1366x768
LAP-000578,Fujitsu,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,13.3,1920x1080
LAP-000579,Dell,11th Gen Core i5,16,1000,0,Windows,Intel UHD Graphics,14.0,1920x1080
LAP-000580,Fujitsu,12th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,13.3,1920x1080
LAP-000581,Acer,Intel Pentium N5030,4,128,0,Windows,UHD Graphics 600,11.6,1366x768
LAP-000582,Lenovo,10th Gen Core i3,8,512,0,Windows,Intel Integrated Iris Xe,14.0,1920x1080
LAP-000583,Lenovo,11th Gen Core i5,8,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000584,HP,11th Gen Core i3,8,512,0,Windows,Intel UHD,15.6,1366x768
LAP-000585,Dell,12th Gen Core i5,16,512,0,Windows,Intel Integrated UMA,13.3,2560x1600
LAP-000586,HP,11th Gen Core i5,8,512,0,Windows,Intel Iris Xe,14.0,1920x1080
LAP-000587,HP,12th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,14.0,1920x1080
LAP-000588,Acer,12th Gen Core i9,32,2000,0,Windows,NVIDIA GeForce RTX 3030,15.6,3840x2160
LAP-000589,Dell,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,13.4,3840x2400
LAP-000590,Acer,AMD Ryzen 5 6600H,16,512,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,2560x1440
LAP-000591,Acer,Ryzen 5 3500U,8,512,0,Windows,AMD Radeon AMD,15.6,1920x1080
LAP-000592,Asus,AMD Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920x1080
LAP-000593,MSI,10th Gen Core i5,8,512,0,Windows,4 GB NVIDIA Geforce GTX 1650,15.6,1920x1080
LAP-000594,Acer,Ryzen 5 5500U,8,256,0,Windows,AMD Radeon,15.6,1920x1080
LAP-000595,Acer,AMD Ryzen 7 6800H,16,1000,0,Windows,Missing,0.0,
LAP-000596,Lenovo,AMD Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,16.0,2560x1600
LAP-000597,HP,AMD Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,16.1,1920x1080
LAP-000598,HP,12th Gen Core i5,16,512,0,Windows,Intel Iris X Graphics,13.3,2880x1800
LAP-000599,HP,12th Gen Core i7,32,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070Ti,16.1,2560x1440
LAP-000600,Honor,AMD Ryzen 5 5500U,8,256,0,Windows,AMD Radeon,15.6,1920x1080
LAP-000601,HP,12th Gen Core i7,16,512,0,Windows,Intel Iris X Graphics,13.3,3840x2400
LAP-000602,HP,12th Gen Core i9,32,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,3840x2160
LAP-000603,HP,12th Gen Core i9,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,16.0,3840x2160
LAP-000604,Lenovo,AMD Ryzen 7 6800H,32,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070,16.0,2560x1600
LAP-000605,Lenovo,12th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,14.0,2880x1800
LAP-000606,Asus,10th Gen Core i3,8,512,0,Windows,Intel UHD Graphics,14.0,1920x1080
LAP-000607,Lenovo,Ryzen 7 5700U,16,512,0,Windows,AMD Radeon,13.3,1920x1080
LAP-000608,HP,Celeron N4500,4,0,64,Chrome,Intel Integrated UHD Graphics,14.0,1366x768
LAP-000609,Lenovo,11th Gen Core i3,8,0,1000,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000610,HP,12th Gen Core i7,16,1000,0,Windows,Intel Iris X Graphics,13.3,2880x1800
LAP-000611,Gigabyte,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070Ti,15.6,1920x1080
LAP-000612,Lenovo,10th Gen Core i5,4,256,0,Windows,Intel Integrated UHD,14.0,1366x768
LAP-000613,Asus,12th Gen Core i5,8,512,0,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000614,Asus,12th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,14.0,1920x1080
LAP-000615,Asus,12th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000616,Lenovo,11th Gen Core i5,8,512,0,DOS,Intel UHD,14.1,1920x1080
LAP-000617,Lenovo,Athlon Pro 3045B,4,0,1000,Windows,AMD Radeon Graphics,15.6,1920x1080
LAP-000618,Dell,11th Gen Core i5,16,512,1000,Windows,Intel UHD Graphics,14.0,1366x768
LAP-000619,HP,11th Gen Core i3,8,512,0,DOS,Intel Integrated Intel® UHD Graphics,15.6,1366x768
LAP-000620,Acer,Pentium Gold 7505,4,0,1000,Windows,Intel Integrated,15.6,1366x768
LAP-000621,HP,11th Gen Core i7,8,512,0,Windows,Graphics & Networking: Intel Iris X Graphics,13.3,
LAP-000622,MSI,11th Gen Core i7,16,512,0,Windows,4 GB NVIDIA GeForce RTX3050,16.0,2560x1600
LAP-000623,Lenovo,11th Gen Core i7,16,1000,0,Windows,Intel UHD Graphics,14.0,1920x1080
LAP-000624,Lenovo,11th Gen Core i5,8,512,0,Windows,512 MB Intel Integrated,14.0,1920x1080
LAP-000625,Huawei,10th Gen Core i5,8,512,0,Windows,Intel UHD Graphics,14.0,1920x1080
LAP-000626,Lenovo,11th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000627,Asus,Intel Silver N6000,8,256,0,Windows,Intel Integrated Intel UHD,14.1,1366x768
LAP-000628,Dell,11th Gen Core i3,8,512,1000,Windows,Intel UHD Graphics,15.56,1920x1080
LAP-000629,Lenovo,11th Gen Core i3,4,256,0,Windows,Intel Integrated UHD,15.0,1920x1080
LAP-000630,Huawei,11th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,14.0,2160x1440
LAP-000631,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,8 GB AMD Radeon RX 6700S,14.0,1920x1080
LAP-000632,HP,12th Gen Core i5,8,512,0,Windows,Intel Iris X Graphics,13.3,1920x1080
LAP-000633,Asus,Ryzen 7 6800HS,16,1000,0,Windows,6 GB AMD Radeon Radeon 680M,16.0,2560x1600
LAP-000634,Asus,Ryzen 9 6900HS,16,1000,0,Windows,6 GB AMD Radeon Radeon 680M,16.0,2560x1600
LAP-000635,Lenovo,11th Gen Core i5,8,512,0,DOS,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000636,Avita,10th Gen Core i3,8,256,0,Windows,Intel UHD Graphics 620,14.0,1920x1080
LAP-000637,Lenovo,11th Gen Core i7,16,512,0,Windows,Intel Integrated Iris Xe,13.0,2560x1600
LAP-000638,Lenovo,11th Gen Core i7,16,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,14.0,1920x1080
LAP-000639,Lenovo,12th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000640,Lenovo,11th Gen Core i3,8,256,0,Windows,Intel UHD Integrated Graphics,15.6,1920x1080
LAP-000641,Lenovo,11th Gen Core i5,16,512,0,Windows,Intel Integrated UHD Xe,14.0,1920x1080
LAP-000642,Dell,Ryzen 5 3450U,8,256,0,Windows,AMD Radeon,14.0,1920x1080
LAP-000643,Lenovo,11th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,14.0,2880x1800
LAP-000644,MSI,12th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000645,MSI,11th Gen Core i7,16,512,0,Windows,4 GB Nvidia RTX 3050,17.32,1920x1080
LAP-000646,MSI,11th Gen Core i7,16,512,0,Windows,4 GB Nvidia RTX 3050 Ti,17.32,1920x1080
LAP-000647,MSI,12th Gen Core i5,16,512,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000648,MSI,12th Gen Core i7,16,1000,0,Windows,6 GB Nvidia GeForce RTX 3060,15.6,1920x1080
LAP-000649,Acer,Ryzen 5 5600U,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,14.0,1920x1080
LAP-000650,Lenovo,Celeron N4020,4,256,0,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000651,HP,AMD Athlon 3050U,4,0,1000,DOS,AMD Radeon Graphics,15.6,1366x768
LAP-000652,Acer,AMD Ryzen 5 5600U,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,14.0,1920x1080
LAP-000653,Asus,11th Gen Core i7,8,1000,0,Windows,4 GB ‎NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000654,Dell,11th Gen Core i3,8,0,1000,Windows,Intel Integrated Iris Xe,14.0,1920x1080
LAP-000655,Asus,AMD Ryzen 9 6900HS,32,1000,0,Windows,4 GB ‎NVIDIA GeForce RTX 3050,13.4,1920x1200
LAP-000656,AGB,11th Gen Core i7,16,1000,0,Windows,2 GB NVIDIA Geforce MX450,15.6,1920x1080
LAP-000657,Lenovo,11th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000658,Asus,AMD Ryzen 9 6900HS,32,1000,0,Windows,4 GB ‎NVIDIA GeForce RTX 3050 Ti,13.4,1920x1200
LAP-000659,Gigabyte,12th Gen Core i7,16,512,0,Windows,8 GB NVIDIA GeForce RTX 3070,15.6,2560x1440
LAP-000660,HP,AMD Ryzen 7 5800H,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000661,Lenovo,12th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000662,Lenovo,11th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000663,Lenovo,Ryzen 5 5600H,16,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1200
LAP-000664,Lenovo,11th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000665,Acer,AMD Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000666,Gigabyte,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000667,Lenovo,11th Gen Core i3,4,256,0,DOS,Intel Integrated UHD,14.0,1920x1080
LAP-000668,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070 Ti,17.3,1920x1080
LAP-000669,MSI,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070,15.6,2560x1440
LAP-000670,MSI,12th Gen Core i7,16,512,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000671,Lenovo,11th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,15.0,1920x1080
LAP-000672,Lenovo,AMD Ryzen 3 5300U,8,256,0,Windows,AMD Radeon Graphics,15.6,1920x1080
LAP-000673,Acer,12th Gen Core i5,16,512,0,Windows,Intel Irix Xe Graphics,14.0,1920x1080
LAP-000674,Lenovo,AMD Ryzen 7 5800H,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,16.0,2560x1600
LAP-000675,Lenovo,11th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000676,MSI,12th Gen Core i9,32,2000,0,Windows,16 GB NVIDIA GeForce RTX 3080 Ti,17.3,3840x2160
LAP-000677,MSI,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070 Ti,17.3,1920x1080
LAP-000678,MSI,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,16.0,2560x1660
LAP-000679,MSI,Ryzen 7 5800H,8,512,0,Windows,8 GB AMD Radeon RX 6600M,15.6,1920x1080
LAP-000680,MSI,12th Gen Core i7,16,1000,0,Windows,4 GB NVIDIA GeForce RTX A1000,16.0,2560x1660
LAP-000681,MSI,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650 Max-Q,15.6,1920x1080
LAP-000682,Asus,12th Gen Core i9,32,4000,0,Windows,16 GB NVIDIA GeForce RTX 3080Ti,17.3,2560x1440
LAP-000683,Asus,10th Gen Core i3,8,512,0,Windows,Intel UHD Graphics,14.0,1920x1080
LAP-000684,Chuwi,Intel Celeron N4020,8,256,0,Windows,Intel HD Graphics,14.1,1366x768
LAP-000685,MSI,12th Gen Core i7,16,1000,0,Windows,6 GB Nvidia GeForce RTX 3060,15.6,1920x1080
LAP-000686,Asus,12th Gen Core i9,32,1000,0,Windows,16 GB NVIDIA GeForce RTX 3080 Ti,15.6,2560x1440
LAP-000687,MSI,11th Gen Core i7,16,512,0,Windows,6 GB Nvidia RTX 3060,17.32,1920x1080
LAP-000688,MSI,AMD Ryzen 7 5800H,16,1000,0,Windows,10 GB AMD Radeon RX 6700M,15.6,1920x1080
LAP-000689,Asus,11th Gen Core i5,16,256,1000,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000690,Asus,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000691,Lenovo,12th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000692,Lenovo,Ryzen 3 5300U,4,512,0,DOS,AMD Radeon Graphic,15.6,1920x1080
LAP-000693,Lenovo,11th Gen Core i5,8,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000694,Lenovo,11th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000695,Asus,AMD Ryzen 5-5600H,16,512,0,Windows,AMD Radeon Graphics,14.0,1920x1200
LAP-000696,Lenovo,Ryzen 7 5800H,16,512,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000697,Asus,Pentium N6000,8,256,0,Windows,Intel Integrated UHD,14.1,1366x768
LAP-000698,Lenovo,Celeron N4020,4,0,1000,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000699,Acer,AMD Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000700,HP,11th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000701,Asus,11th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,14.0,1920x1080
LAP-000702,Xiaomi,12th Gen Core i5,16,512,0,Windows,2 GB Nvidia MX550 Graphics,14.0,2560x1600
LAP-000703,Asus,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050Ti,15.6,1920x1080
LAP-000704,Dell,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1200
LAP-000705,HP,12th Gen Core i5,16,512,0,Windows,Intel Iris X Graphics,13.5,1920x1280
LAP-000706,Dell,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1440
LAP-000707,Gigabyte,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070Ti,15.6,2560x1440
LAP-000708,HP,12th Gen Core i7,16,1000,0,Windows,4 GB Intel Arc A370M 4GB VRAM Graphics,16.0,3840x2400
LAP-000709,Asus,AMD Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,17.3,1920x1080
LAP-000710,HP,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,13.5,3000x2000
LAP-000711,Gigabyte,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070Ti,15.6,2560x1440
LAP-000712,Asus,12th Gen Core i9,32,2000,0,Windows,16 GB NVIDIA GeForce RTX 3080 Ti,17.3,2560x1440
LAP-000713,HP,AMD Ryzen 3,8,0,1000,Windows,Missing,15.6,1920x1080
LAP-000714,HP,Ryzen 7-5800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,16.1,1920x1080
LAP-000715,Acer,11th Gen Core i7,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920x1080
LAP-000716,Acer,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000717,Acer,Intel Core i5,16,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000718,Asus,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe,15.6,1920x1080
LAP-000719,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1440
LAP-000720,Asus,12th Gen Core i7,16,1000,0,Windows,Intel Integrated Iris Xe,14.0,2880x1800
LAP-000721,Asus,12th Gen Core i9,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,16.0,3840x2400
LAP-000722,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1440
LAP-000723,Asus,12th Gen Core i7,32,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070 Ti,16.0,3840x2400
LAP-000724,MSI,12th Gen Core i7,32,2000,0,Windows,8 GB NVIDIA GeForce RTX 3070Ti,17.3,2560x1440
LAP-000725,Asus,12th Gen Core i9,32,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070,16.0,3840x2400
LAP-000726,Gigabyte,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000727,Dell,11th Gen Core i3,4,256,0,Ubuntu,Intel UHD Graphics,14.0,1366x768
LAP-000728,Dell,11th Gen Core i3,4,256,1000,Ubuntu,Intel UHD Graphics,14.0,1366x768
LAP-000729,HP,11th Gen Core i5,8,0,1000,Windows,Intel Integrated,15.6,1366x768
LAP-000730,Dell,11th Gen Core i3,4,512,0,Ubuntu,Intel UHD Graphics,14.0,1366x768
LAP-000731,Lenovo,AMD Ryzen 7-5800H,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000732,Acer,Pentium Silver N6000,8,256,0,Windows,Intel Integrated UHD Graphics,14.0,1366x768
LAP-000733,Asus,10th Gen Core i5,8,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000734,MSI,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070Ti,15.6,2560x1440
LAP-000735,Acer,Pentium Silver N6000,4,256,0,Windows,Intel Integrated UHD Graphics,14.0,1366x768
LAP-000736,MSI,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070Ti,17.3,1920x1080
LAP-000737,Asus,12th Gen Core i7,16,1000,0,Windows,Intel Integrated Iris Xe,14.5,2880x1800
LAP-000738,Asus,12th Gen Core i9,32,1000,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,14.5,2880x1800
LAP-000739,Asus,12th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,14.5,2880x1800
LAP-000740,Dell,AMD Ryzen 3 3250U,8,256,0,Windows,AMD Radeon AMD,15.6,1920x1080
LAP-000741,Asus,AMD Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000742,Dell,12th Gen Core i7,32,1000,0,Windows,8 GB NVIDIA GEFORCE RTX 3070 Ti,15.6,1920x1080
LAP-000743,HP,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000744,HP,12th Gen Core i7,16,1000,0,Windows,Intel Iris Xe Graphics,13.5,3000x2000
LAP-000745,Lenovo,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000746,Lenovo,AMD Ryzen 5-5600H,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000747,Asus,11th Gen Core i3,8,512,0,Windows,Intel Integrated Intel UHD,14.0,1920x1080
LAP-000748,Acer,AMD Ryzen 5 3500U,8,512,0,Windows,AMD Radeon AMD,15.6,1920x1080
LAP-000749,Acer,AMD Ryzen 3 3250U,8,512,0,Windows,AMD Radeon AMD,15.6,1920x1080
LAP-000750,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070 Ti,15.6,2560x1440
LAP-000751,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3080,15.6,2560x1440
LAP-000752,Dell,11th Gen Core i5,8,512,0,Windows,Intel Integrated Iris Xe,14.0,1920x1080
LAP-000753,Lenovo,12th Gen Core i5,8,512,0,Windows,‎Intel UHD Graphics,15.6,1920x1080
LAP-000754,Acer,11th Gen Core i5,16,512,0,Windows,Intel Iris Xe,15.6,1920x1080
LAP-000755,Acer,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1440
LAP-000756,LG,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,14.0,1200x1920
LAP-000757,Dell,12th Gen Core i7,32,1000,0,Windows,8 GB NVIDIA GEFORCE RTX 3070 Ti,17.3,1920x1080
LAP-000758,Asus,AMD Ryzen 5 4600H,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,17.3,1920x1080
LAP-000759,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070 Ti,15.6,2560x1440
LAP-000760,Lenovo,11th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000761,Asus,Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000762,HP,12th Gen Core i7,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000763,HP,AMD Ryzen 3 3250U,8,256,0,Windows,AMD Radeon Radeon,15.6,1366x768
LAP-000764,Asus,12th Gen Core i7,16,512,0,Windows,6 GB ‎NVIDIA GeForce RTX 3060,16.0,2560x1600
LAP-000765,Asus,11th Gen Core i5,8,1000,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000766,Asus,Ryzen 7 5800H,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070,15.6,1920x1080
LAP-000767,HP,11th Gen Core i3,8,256,0,Windows,Intel Integrated Iris Xe Graphics,14.0,1366x768
LAP-000768,Lenovo,11th Gen Core i3,8,512,0,Windows,Intel Integrated UHD Graphics,15.6,1920x1080
LAP-000769,Lenovo,11th Gen Core i7,32,1000,0,Windows,4 GB  Nvidia Quadro T500,15.6,1920x1080
LAP-000770,HP,Intel Celeron N4500,8,256,0,Windows,Intel Integrated UHD Graphics,14.0,1366x768
LAP-000771,HP,12th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000772,Asus,AMD Ryzen 5-5600H,16,512,0,Windows,AMD Radeon Graphics,14.0,1920x1200
LAP-000773,Acer,AMD Ryzen 5-5500U,16,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000774,Acer,AMD 3020e,4,0,1000,Windows,AMD Radeon AMD,14.0,1366x768
LAP-000775,Dell,AMD Ryzen 3 3250U,8,256,1000,Windows,AMD Radeon Radeon Graphics,15.6,1920x1080
LAP-000776,Lenovo,11th Gen Core i7,16,512,0,Windows,2 GB NVIDIA MX450,14.0,1920x1080
LAP-000777,Lenovo,Ryzen 7 5800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000778,Dell,AMD Ryzen 7-5825U,16,512,0,Windows,AMD Radeon,16.0,1920x1200
LAP-000779,Asus,Ryzen 9 5900HX,16,1000,0,Windows,4 GB NVIDIA GeForce RTX RTX 3050,15.6,1920x1080
LAP-000780,Lenovo,12th Gen Core i5,8,512,0,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000781,Lenovo,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000782,Fujitsu,11th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,13.3,1920x1080
LAP-000783,Fujitsu,11th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,13.3,1920x1080
LAP-000784,Fujitsu,11th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,13.3,1920x1080
LAP-000785,Fujitsu,11th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,13.3,1920x1080
